KODE;NAMA;SEKTOR
59112;PRODUKSI FILM, VIDEO DAN PROGRAM TELEVISI OLEH SWASTA;J
59121;PASCA PRODUKSI FILM, VIDEO DAN PROGRAM TELEVISI OLEH PEMERINTAH;J
59122;PASCA PRODUKSI FILM, VIDEO DAN PROGRAM TELEVISI OLEH SWASTA;J
59131;DISTRIBUSI FILM, VIDEO DAN PROGRAM TELEVISI OLEH PEMERINTAH;J
59132;DISTRIBUSI FILM, VIDEO DAN PROGRAM TELEVISI OLEH SWASTA;J
59140;KEGIATAN PEMUTARAN FILM;J
59201;PEREKAMAN SUARA;J
59202;PENERBITAN MUSIK DAN BUKU MUSIK;J
60101;PENYIARAN RADIO OLEH PEMERINTAH;J
60102;PENYIARAN RADIO OLEH SWASTA;J
60201;PENYIARAN DAN PEMROGRAMAN TELEVISI OLEH PEMERINTAH;J
60202;PENYIARAN DAN PEMROGRAMAN TELEVISI OLEH SWASTA;J
61100;TELEKOMUNIKASI DENGAN KABEL;J
61200;TELEKOMUNIKASI TANPA KABEL;J
61300;TELEKOMUNIKASI SATELIT;J
61911;JASA PANGGILAN PREMIUM (PREMIUM CALL);J
61912;JASA RADIO PANGGIL UNTUK UMUM (RPUU);J
61913;JASA RADIO TRUNKING;J
61914;WARUNG TELEKOMUNIKASI (WARTEL);J
61919;JASA NILAI TAMBAH TELEPONI LAINNYA;J
61921;INTERNET SERVICE PROVIDER;J
61922;JASA SISTEM KOMUNIKASI;J
61923;JASA VOICE OVER INTERNET PROTOCOL (VOIP);J
61924;WARUNG INTERNET (WARNET);J
61929;JASA MULTIMEDIA LAINNYA;J
61991;TELEKOMUNIKASI KHUSUS UNTUK PENYIARAN;J
61999;TELEKOMUNIKASI LAINNYA YTDL;J
62010;KEGIATAN PEMROGRAMAN KOMPUTER;J
62020;KEGIATAN KONSULTASI KOMPUTER DAN MANAJEMEN FASILITAS KOMPUTER;J
62090;KEGIATAN TEKNOLOGI INFORMASI DAN JASA KOMPUTER LAINNYA;J
63111;KEGIATAN PENGOLAHAN DATA;J
63112;KEGIATAN PENYIMPANAN DATA DI SERVER (HOSTING) DAN KEGIATAN YBDI;J
63120;PORTAL WEB;J
63911;KEGIATAN KANTOR BERITA OLEH PEMERINTAH;J
63912;KEGIATAN KANTOR BERITA OLEH SWASTA;J
63990;KEGIATAN JASA INFORMASI LAINNYA YTDL;J
64110;BANK SENTRAL;K
64121;BANK PEMERINTAH/BUMN/PERSERO;K
64122;BANK PEMERINTAH DAERAH (BPD) DEVISA;K
64123;BANK PEMERINTAH DAERAH (BPD) NON DEVISA;K
64124;BANK CAMPURAN DAN ASING;K
64125;BANK UMUM SWASTA NASIONAL DEVISA;K
64126;BANK UMUM SWASTA NASIONAL NON DEVISA;K
64127;BANK PERKREDITAN RAKYAT (BPR);K
64131;BANK UMUM SYARIAH;K
64132;BANK PEMBIAYAAN RAKYAT (BPR) SYARIAH;K
64133;UNIT USAHA SYARIAH;K
64140;KOPERASI SIMPAN PINJAM/UNIT SIMPAN PINJAM;K
64150;BAITUL MAAL WANTANWIL (BMT);K
64190;JASA PERANTARA MONETER LAINNYA;K
64200;KEGIATAN PERUSAHAAN HOLDING;K
64300;TRUST, PEMBIAYAAN DAN ENTITAS KEUANGAN SEJENIS;K
64910;SEWA GUNA USAHA DENGAN HAK OPSI;K
64921;PEGADAIAN;K
64922;PEMBIAYAAN KONSUMEN (CONSUMERS CREDIT);K
64923;PEMBIAYAAN KARTU KREDIT (CREDIT CARD);K
64929;PEMBIAYAAN NON LEASING LAINNYA;K
64991;MODAL VENTURA (VENTURA CAPITAL);K
64992;PEMBIAYAAN ANJAK PIUTANG (FACTORING);K
64993;LEMBAGA PENJAMINAN;K
64999;JASA KEUANGAN LAINNYA YTDL, BUKAN ASURANSI DAN DANA PENSIUN;K
65111;ASURANSI JIWA KONVENSIONAL;K
65112;ASURANSI JIWA SYARIAH;K
65121;ASURANSI NON JIWA KONVENSIONAL;K
65122;ASURANSI NON JIWA SYARIAH;K
65201;REASURANSI KONVENSIONAL;K
65202;REASURANSI SYARIAH;K
65300;DANA PENSIUN;K
66110;ADMINISTRASI PASAR UANG (BURSA EFEK);K
66121;PENJAMIN EMISI EFEK (UNDERWRITER);K
66122;PERANTARA PEDAGANG EFEK (BROKER DEALER);K
66123;MANAGER INVESTASI;K
66191;LEMBAGA KLIRING DAN PENJAMINAN;K
66192;LEMBAGA PENYIMPANAN DAN PENYELESAIAN;K
66193;BIRO ADMINISTRASI EFEK;K
66194;KUSTODIAN (CUSTODIAN);K
66195;WALI AMANAT (TRUSTEE);K
66196;LEMBAGA PEMERINGKAT EFEK;K
66197;JASA PENUKARAN MATA UANG (MONEY CHANGER);K
66199;JASA PENUNJANG JASA KEUANGAN LAINNYA YTDL;K
66210;JASA PENILAI RISIKO DAN KERUSAKAN;K
66221;JASA AGEN ASURANSI;K
66222;JASA BROKER ASURANSI;K
66223;JASA BROKER REASURANSI;K
66291;AKTUARIA;K
66292;JASA PENUNJANG ASURANSI DAN DANA PENSIUN LAINNYA;K
66300;JASA MANAJEMEN DANA;K
68110;REAL ESTAT YANG DIMILIKI SENDIRI ATAU DISEWA;L
68120;KAWASAN PARIWISATA;L
68200;REAL ESTAT ATAS DASAR BALAS JASA (FEE) ATAU KONTRAK;L
69100;JASA HUKUM;M
69200;"JASA AKUNTANSI, PEMBUKUAN DAN PEMERIKSA; KONSULTASI PAJAK";M
70100;KEGIATAN KANTOR PUSAT;M
70201;JASA KONSULTAN PARIWISATA;M
70202;JASA KONSULTAN TRANSPORTASI;M
70209;KEGIATAN KONSULTASI MANAJEMEN LAINNYA;M
71100;JASA ARSITEKUR DAN TEKNIK SIPIL SERTA KONSULTASI TEKNIS YBDI;M
71201;JASA SERTIFIKASI;M
71202;JASA PENGUJIAN LABORATORIUM;M
71203;JASA INSPEKSI;M
71204;JASA INSPEKSI TEKNIK INSTALASI;M
71205;JASA KALIBRASI/METROLOGI;M
71209;JASA ANALISIS DAN UJI TEKNIS LAINNYA;M
72101;PENELITIAN DAN PENGEMBANGAN ILMU PENGETAHUAN ALAM;M
72102;PENELITIAN DAN PENGEMBANGAN ILMU TEKNOLOGI DAN REKAYASA;M
72201;PENELITIAN DAN PENGEMBANGAN ILMU PENGETAHUAN SOSIAL;M
72202;PENELITIAN DAN PENGEMBANGAN HUMANIORA;M
73100;PERIKLANAN;M
73200;PENELITIAN PASAR DAN JAJAK PENDAPAT MASYARAKAT;M
74100;JASA PERANCANGAN KHUSUS;M
74201;JASA FOTOGRAFI;M
74202;JASA ANGKUTAN UDARA KHUSUS PEMOTRETAN, SURVEI DAN PEMETAAN;M
74901;JASA PENYELIDIKAN DAN KEAMANAN;M
74902;JASA KONSULTASI BISNIS DAN BROKER BISNIS;M
74909;JASA PROFESIONAL, ILMIAH DAN TEKNIS LAINNYA YTDL;M
75000;JASA KESEHATAN HEWAN;M
77100;JASA PERSEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MOBIL, BUS, TRUK DAN SEJENISNYA;N
77210;JASA PERSEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI ALAT REKREASI DAN OLAHRAGA;N
77220;JASA PERSEWAAN KASET VIDEO, CD, VCD/DVD DAN SEJENISNYA;N
77291;JASA PERSEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI ALAT PESTA;N
77292;JASA PERSEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI BARANG KEPERLUAN RUMAH TANGGA DAN PRIBADI;N
77293;JASA PERSEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI BARANG HASIL PENCETAKAN DAN PENERBITAN;N
77294;JASA PERSEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI BUNGA DAN TANAMAN HIAS;N
77295;JASA PERSEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI ALAT MUSIK;N
77299;JASA PERSEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI BARANG KEPERLUAN RUMAH TANGGA DAN PRIBADI LAINNYA YTDL;N
77301;JASA PERSEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MESIN DAN PERALATAN INDUSTRI;N
77302;JASA PERSEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI ALAT TRANSPORTASI DARAT BUKAN KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH;N
77303;JASA PERSEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI ALAT TRANSPORTASI AIR;N
77304;JASA PERSEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI ALAT TRANSPORTASI UDARA;N
77305;JASA PERSEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MESIN PERTANIAN DAN PERALATANNYA;N
77306;JASA PERSEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MESIN DAN PERALATAN KONSTRUKSI DAN TEKNIK SIPIL;N
77307;JASA PERSEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MESIN KANTOR DAN PERALATANNYA;N
77309;JASA PERSEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MESIN, PERALATAN DAN BARANG BERWUJUD LAINNYA YTDL;N
77400;SEWA GUNA USAHA TANPA HAK OPSI ASET NON FINANSIAL, BUKAN KARYA HAK CIPTA;N
78101;JASA PENYELEKSIAN DAN PENEMPATAN TENAGA KERJA DALAM NEGERI;N
78102;JASA PENYELEKSIAN DAN PENEMPATAN TENAGA KERJA LUAR NEGERI;N
78103;JASA PENYALURAN TENAGA KERJA;N
78200;JASA PENYEDIAAN TENAGA KERJA WAKTU TERTENTU;N
78300;JASA PENYEDIAAN SUMBER DAYA MANUSIA DAN MANAJEMEN FUNGSI SUMBER DAYA MANUSIA;N
79111;JASA AGEN PERJALANAN WISATA;N
79112;JASA AGEN PERJALANAN BUKAN WISATA;N
79120;JASA BIRO PERJALANAN WISATA;N
79910;JASA INFORMASI PARIWISATA;N
79920;JASA PRAMUWISATA;N
79990;JASA RESERVASI LAINNYA YBDI YTDL;N
80100;JASA KEAMANAN SWASTA;N
80200;JASA SISTEM KEAMANAN;N
80300;JASA PENYELIDIKAN;N
81100;PENYEDIA GABUNGAN JASA PENUNJANG FASILITAS;N
81210;JASA KEBERSIHAN UMUM BANGUNAN;N
81290;JASA KEBERSIHAN BANGUNAN DAN INDUSTRI LAINNYA;N
81300;JASA PERAWATAN DAN PEMELIHARAAN TAMAN;N
82110;PENYEDIA GABUNGAN JASA ADMINISTRASI KANTOR;N
82190;JASA FOTO KOPI, PENYIAPAN DOKUMEN DAN JASA KHUSUS PENUNJANG KANTOR LAINNYA;N
82200;JASA CALL CENTRE;N
82301;JASA PENYELENGGARA PERTEMUAN, PERJALANAN INSENTIF, KONFERENSI DAN PAMERAN;N
82302;JASA EVENT ORGANIZER;N
82910;JASA DEBT COLLECTION DAN BIRO KREDIT;N
82920;JASA PENGEPAKAN;N
82990;JASA PENUNJANG USAHA LAINNYA YTDL;N
84111;BENDAHARA PEMERINTAH PUSAT;O
84112;BENDAHARA PEMERINTAH DAERAH;O
84113;BENDAHARA LAINNYA YTDL;O
84200;JAMINAN SOSIAL WAJIB;O
85111;JASA PENDIDIKAN SEKOLAH DASAR/MADRASAH IBTIDAIYAH PEMERINTAH;P
85112;JASA PENDIDIKAN SEKOLAH MENENGAH PERTAMA/MADRASAH TSANAWIYAH PEMERINTAH;P
85121;JASA PENDIDIKAN SEKOLAH DASAR/MADRASAH IBTIDAIYAH SWASTA;P
85122;JASA PENDIDIKAN SEKOLAH MENENGAH PERTAMA/MADRASAH TSANAWIYAH SWASTA;P
85210;JASA PENDIDIKAN MENENGAH UMUM/MADRASAH ALIYAH PEMERINTAH;P
85220;JASA PENDIDIKAN MENENGAH UMUM/MADRASAH ALIYAH SWASTA;P
85230;JASA PENDIDIKAN MENENGAH KEJURUAN DAN TEKNIK/MADRASAH ALIYAH KEJURUAN PEMERINTAH;P
85240;JASA PENDIDIKAN MENENGAH KEJURUAN DAN TEKNIK/MADRASAH ALIYAH KEJURUAN SWASTA;P
85311;JASA PENDIDIKAN TINGGI PROGRAM GELAR PEMERINTAH;P
85312;JASA PENDIDIKAN TINGGI PROGRAM NON GELAR PEMERINTAH;P
85321;JASA PENDIDIKAN TINGGI PROGRAM GELAR SWASTA;P
85322;JASA PENDIDIKAN TINGGI PROGRAM NON GELAR SWASTA;P
85410;JASA PENDIDIKAN OLAHRAGA DAN REKREASI;P
85420;JASA PENDIDIKAN KEBUDAYAAN;P
85430;JASA PENDIDIKAN LAINNYA PEMERINTAH;P
85491;JASA PENDIDIKAN MANAJEMEN DAN PERBANKAN;P
85492;JASA PENDIDIKAN KOMPUTER (TEKNOLOGI INFORMASI DAN KOMUNIKASI) SWASTA;P
85493;JASA PENDIDIKAN BAHASA SWASTA;P
85494;JASA PENDIDIKAN KESEHATAN SWASTA;P
85495;JASA PENDIDIKAN BIMBINGAN BELAJAR DAN KONSELING SWASTA;P
85496;JASA PENDIDIKAN AWAK PESAWAT DAN JASA ANGKUTAN UDARA KHUSUS PENDIDIKAN AWAK PESAWAT;P
85497;JASA PENDIDIKAN TEKNIK SWASTA;P
85498;JASA PENDIDIKAN KERAJINAN DAN INDUSTRI;P
85499;JASA PENDIDIKAN LAINNYA SWASTA;P
85500;JASA PENUNJANG PENDIDIKAN;P
85601;JASA PENDIDIKAN TAMAN KANAK-KANAK PEMERINTAH;P
85602;JASA PENDIDIKAN TAMAN KANAK-KANAK SWASTA/RAUDATUL ATHFAL/BUSTANUL ATHFAL;P
85603;JASA PENDIDIKAN KELOMPOK BERMAIN SWASTA;P
85604;JASA PENDIDIKAN TAMAN PENITIPAN ANAK;P
86101;JASA RUMAH SAKIT PEMERINTAH;Q
86102;JASA PUSKESMAS;Q
86103;JASA RUMAH SAKIT SWASTA;Q
86104;JASA POLIKLINIK SWASTA;Q
86109;JASA RUMAH SAKIT LAINNYA;Q
86201;PRAKTIK DOKTER UMUM;Q
86202;PRAKTIK DOKTER SPESIALIS;Q
86203;PRAKTIK DOKTER GIGI;Q
86901;JASA PELAYANAN KESEHATAN YANG DILAKUKAN OLEH PARAMEDIS;Q
86902;JASA PELAYANAN KESEHATAN TRADISIONAL;Q
86903;JASA PELAYANAN PENUNJANG KESEHATAN;Q
86904;JASA ANGKUTAN KHUSUS PENGANGKUTAN ORANG SAKIT (MEDICAL EVACUATION);Q
87100;JASA KEGIATAN SOSIAL DI DALAM PANTI UNTUK PERAWATAN DAN PEMULIHAN KESEHATAN;Q
87200;JASA KEGIATAN SOSIAL DI DALAM PANTI UNTUK KETERBELAKANGAN MENTAL, GANGGUAN MENTAL DAN PENYALAHGUNAAN OBAT TERLARANG;Q
87301;PANTI WREDA PEMERINTAH;Q
87302;PANTI WREDA SWASTA;Q
87309;JASA KEGIATAN SOSIAL DI DALAM PANTI UNTUK JOMPO DAN CACAT LAINNYA;Q
87901;PANTI ASUHAN PEMERINTAH;Q
87902;PANTI ASUHAN SWASTA;Q
87909;JASA KEGIATAN SOSIAL DI DALAM PANTI LAINNYA YTDL;Q
88101;JASA KEGIATAN SOSIAL PEMERINTAH DI LUAR PANTI UNTUK JOMPO DAN CACAT;Q
88102;JASA KEGIATAN SOSIAL SWASTA DI LUAR PANTI UNTUK JOMPO DAN CACAT;Q
88901;JASA KEGIATAN SOSIAL PEMERINTAH DI LUAR PANTI LAINNYA;Q
88902;JASA KEGIATAN SOSIAL SWASTA DI LUAR PANTI LAINNYA;Q
90001;KEGIATAN SENI PERTUNJUKAN;R
90002;KEGIATAN PEKERJA SENI;R
90003;JASA PENUNJANG HIBURAN;R
90004;JASA IMPRESARIAT BIDANG SENI;R
90005;JURNALIS BERITA INDEPENDEN;R
90009;KEGIATAN HIBURAN, SENI DAN KREATIVITAS LAINNYA;R
91011;PERPUSTAKAAN DAN ARSIP PEMERINTAH;R
91012;PERPUSTAKAAN SWASTA;R
91021;MUSEUM YANG DIKELOLA PEMERINTAH;R
91022;MUSEUM YANG DIKELOLA SWASTA;R
91023;PENINGGALAN SEJARAH YANG DIKELOLA PEMERINTAH;R
91024;PENINGGALAN SEJARAH YANG DIKELOLA SWASTA;R
91025;TAMAN BUDAYA;R
91029;WISATA BUDAYA LAINNYA;R
91031;KEGIATAN TAMAN KONSERVASI ALAM;R
91032;TAMAN NASIONAL (TN);R
91033;TAMAN HUTAN RAYA (TAHURA);R
91034;TAMAN WISATA ALAM (TWA);R
91035;HUTAN LINDUNG (HL), SUAKA MARGASATWA (SM), DAN CAGAR ALAM (CA);R
91036;TAMAN LAUT;R
91037;TAMAN BURU DAN KEBUN BURU;R
91039;KEGIATAN TAMAN KONSERVASI ALAM LAINNYA;R
92000;KEGIATAN PERJUDIAN DAN PERTARUHAN;R
93111;FASILITAS BILLIARD;R
93112;LAPANGAN GOLF;R
93113;GELANGGANG BOWLING;R
93114;GELANGGANG RENANG;R
93115;LAPANGAN SEPAK BOLA;R
93116;LAPANGAN TENIS LAPANGAN;R
93117;KEGIATAN PUSAT KEBUGARAN/FITNESS CENTER;R
93118;SPORT CENTRE;R
93119;KEGIATAN FASILITAS OLAHRAGA LAINNYA;R
93121;KELAB SEPAK BOLA;R
93122;KELAB GOLF;R
93123;KELAB RENANG;R
93124;KELAB TENIS LAPANGAN;R
93125;KELAB TINJU;R
93126;KELAB BELA DIRI;R
93127;KELAB KEBUGARAN/FITNESS DAN BINARAGA;R
93128;KELAB BOWLING;R
93129;KELAB OLAHRAGA LAINNYA;R
93191;PROMOTOR KEGIATAN OLAHRAGA;R
93192;OLAHRAGAWAN, JURI DAN WASIT PROFESIONAL;R
93193;KEGIATAN PERBURUAN;R
93194;BADAN REGULASI DAN LIGA OLAHRAGA;R
93199;KEGIATAN LAINNYA YANG BERKAITAN DENGAN OLAHRAGA;R
93210;KEGIATAN TAMAN BERTEMA ATAU TAMAN HIBURAN;R
93221;PEMANDIAN ALAM;R
93222;WISATA GUA;R
93223;WISATA PETUALANGAN ALAM;R
93229;DAYA TARIK WISATA ALAM LAINNYA;R
93231;WISATA AGRO;R
93232;TAMAN REKREASI/TAMAN WISATA;R
93233;KOLAM PEMANCINGAN;R
93239;DAYA TARIK WISATA BUATAN/BINAAN MANUSIA LAINNYA;R
93241;ARUNG JERAM;R
93242;WISATA SELAM;R
93243;DERMAGA MARINA;R
93249;WISATA TIRTA LAINNYA;R
93291;KELAB MALAM DAN ATAU DISKOTIK;R
93292;KARAOKE;R
93293;USAHA ARENA PERMAINAN;R
93299;KEGIATAN HIBURAN DAN REKREASI LAINNYA YTDL;R
94110;KEGIATAN ORGANISASI BISNIS DAN PENGUSAHA;S
94121;KEGIATAN ORGANISASI ILMU PENGETAHUAN SOSIAL DAN MASYARAKAT;S
94122;KEGIATAN ORGANISASI ILMU PENGETAHUAN ALAM DAN TEKNOLOGI;S
94200;KEGIATAN ORGANISASI BURUH;S
94910;KEGIATAN ORGANISASI KEAGAMAAN;S
94920;KEGIATAN ORGANISASI POLITIK;S
94990;KEGIATAN ORGANISASI KEANGGOTAAN LAINNYA YTDL;S
95110;JASA REPARASI KOMPUTER DAN PERALATAN SEJENISNYA;S
95120;JASA REPARASI PERALATAN KOMUNIKASI;S
95210;JASA REPARASI ALAT-ALAT ELEKTRONIK KONSUMEN;S
95220;JASA REPARASI PERALATAN RUMAH TANGGA DAN PERALATAN RUMAH DAN KEBUN;S
95230;JASA REPARASI ALAS KAKI DAN BARANG DARI KULIT;S
95240;JASA REPARASI FURNITUR DAN PERLENGKAPAN RUMAH;S
95290;JASA REPARASI BARANG RUMAH TANGGA DAN PRIBADI LAINNYA;S
96111;JASA PANGKAS RAMBUT;S
96112;JASA SALON KECANTIKAN;S
96121;PANTI PIJAT;S
96122;SPA (SANTE PAR AQUA);S
96129;JASA KEBUGARAN LAINNYA;S
96200;JASA BINATU;S
96301;PEGAWAI NEGERI SIPIL;S
96302;ANGGOTA MILITER DAN KEPOLISIAN;S
96303;PEGAWAI BADAN USAHA MILIK NEGARA/BADAN USAHA MILIK DAERAH;S
96304;PEGAWAI SWASTA;S
96305;PENSIUNAN;S
96910;JASA PEMAKAMAN DAN KEGIATAN YBDI;S
96991;JASA VERMAK PAKAIAN;S
96999;JASA PERORANGAN LAINNYA YTDL;S
97000;JASA PERORANGAN YANG MELAYANI RUMAH TANGGA;T
98100;KEGIATAN YANG MENGHASILKAN BARANG OLEH RUMAH TANGGA YANG DIGUNAKAN SENDIRI UNTUK MEMENUHI KEBUTUHAN;T
98200;KEGIATAN YANG MENGHASILKAN JASA OLEH RUMAH TANGGA YANG DIGUNAKAN SENDIRI UNTUK MEMENUHI KEBUTUHAN;T
99000;KEGIATAN BADAN INTERNASIONAL DAN BADAN EKSTRA INTERNASIONAL LAINNYA KELOMPOK INI MENCAKUP KEGIATAN LEMBAGA/ BADAN/ INSTANSI DARI PERWAKILAN NEGARA ASING, BADAN INTERNASIONAL DAN REGIONALLAINNYA, BADAN KEUANGAN DAN MONETER INTERNASIONAL, BANK DUNIA, ORGANISASI BEA CUKAI DUNIA, ORGANISASI UNTUK KERJASAMA DAN PENGEMBANGAN EKONOMI, ORGANISASI NEGARA-NEGARA PENGEKSPOR MINYAK, PERH,IMPUNAN NEGARA-NEGARA EROPA, PERHIMPUNAN PERDAGANGAN BEBAS NEGARA-NEGARA EROPA DAN LAIN-LAIN, SEPERTI KEDUTAAN BESAR, KONSULAT, PERWAKILAN PBB DAN SUBORGANISASI, UNICEF, UNESCO, UNDP, WHO, ILO, ASEAN, IMF, OECD DAN OPEC.;U
